epoch,dice_coefficient_edema,dice_coefficient_enhancing,dice_coefficient_necrotic,f1-score,iou_score,learning_rate,loss,val_dice_coefficient_edema,val_dice_coefficient_enhancing,val_dice_coefficient_necrotic,val_f1-score,val_iou_score,val_loss
0,0.09211844950914383,0.021775245666503906,0.04189320281147957,0.2342265397310257,0.19786305725574493,9.999999747378752e-05,0.5047005414962769,0.11178120970726013,0.028395041823387146,0.05028567835688591,0.2830105721950531,0.25474631786346436,0.15838873386383057
1,0.2725260555744171,0.10792450606822968,0.1197834238409996,0.3683089315891266,0.29854872822761536,9.999999747378752e-05,0.08756489306688309,0.20841561257839203,0.0842842236161232,0.09506962448358536,0.3420976996421814,0.2680823802947998,0.09551838785409927
2,0.415865033864975,0.2342362254858017,0.21829351782798767,0.4637894332408905,0.4464293122291565,9.999999747378752e-05,0.055303629487752914,0.40847742557525635,0.24693135917186737,0.2130298912525177,0.46412748098373413,0.43825846910476685,0.06728861480951309
3,0.5138328671455383,0.3767557442188263,0.3341527283191681,0.5539289712905884,0.5647148489952087,9.999999747378752e-05,0.0424257330596447,0.5378175973892212,0.42399340867996216,0.29145216941833496,0.56144118309021,0.5408821702003479,0.03994876891374588
4,0.5807704329490662,0.4827742278575897,0.4141755700111389,0.6177101731300354,0.6210736036300659,9.999999747378752e-05,0.0351729691028595,0.5905078053474426,0.4880528748035431,0.39700406789779663,0.6173681616783142,0.5913944840431213,0.03473057597875595
5,0.6288245916366577,0.5573146939277649,0.4653584659099579,0.661462128162384,0.6563515663146973,9.999999747378752e-05,0.0306184533983469,0.6147302389144897,0.5568234920501709,0.4616181254386902,0.656966507434845,0.6483056545257568,0.02981678396463394
6,0.6609720587730408,0.6140180826187134,0.5035260915756226,0.6934089064598083,0.6816591620445251,9.999999747378752e-05,0.027586769312620163,0.658909022808075,0.5910404920578003,0.446970134973526,0.6730530261993408,0.6342206597328186,0.0284037496894598
7,0.6861996650695801,0.6544583439826965,0.5302118062973022,0.7166323065757751,0.6992576718330383,9.999999747378752e-05,0.02537911757826805,0.6702554821968079,0.6051833629608154,0.48622000217437744,0.6893226504325867,0.6319549679756165,0.02916387841105461
8,0.7048898935317993,0.6874095797538757,0.5519086718559265,0.7350682616233826,0.7135446667671204,9.999999747378752e-05,0.023651614785194397,0.7089341878890991,0.690538227558136,0.5424721837043762,0.7345450520515442,0.7051001191139221,0.023990731686353683
9,0.7209107875823975,0.7117777466773987,0.5655889511108398,0.7486661672592163,0.7234079241752625,9.999999747378752e-05,0.022277798503637314,0.7149624824523926,0.7054198980331421,0.5659516453742981,0.7457168698310852,0.7141929268836975,0.022907575592398643
10,0.7352474331855774,0.7312012314796448,0.5811964273452759,0.7610691785812378,0.7336639761924744,9.999999747378752e-05,0.021144259721040726,0.7343558669090271,0.7288647294044495,0.5756850838661194,0.7588942646980286,0.7246535420417786,0.02158849872648716
11,0.7464960217475891,0.7489290237426758,0.5946030020713806,0.7717161178588867,0.7422332167625427,9.999999747378752e-05,0.020174315199255943,0.7382165193557739,0.728763997554779,0.5798788070678711,0.7608999609947205,0.7277946472167969,0.020835932344198227
12,0.7571491599082947,0.7631109952926636,0.6029918789863586,0.7800700664520264,0.7489570379257202,9.999999747378752e-05,0.01929404027760029,0.7524520754814148,0.7546510696411133,0.5804290771484375,0.7711338400840759,0.7328489422798157,0.02014228142797947
13,0.7656877040863037,0.7734836935997009,0.6099505424499512,0.7865711450576782,0.7540367245674133,9.999999747378752e-05,0.018652962520718575,0.7563633322715759,0.7619002461433411,0.6023222208023071,0.7794342041015625,0.7423446178436279,0.019607894122600555
14,0.7738543152809143,0.7822445631027222,0.6200677752494812,0.7933633327484131,0.7596352100372314,9.999999747378752e-05,0.018001001328229904,0.7553181648254395,0.7704707980155945,0.5931063294410706,0.7789972424507141,0.7386165857315063,0.019769109785556793
15,0.7797754406929016,0.7907623648643494,0.6242702603340149,0.7980479598045349,0.7635020613670349,9.999999747378752e-05,0.01752791553735733,0.7547186017036438,0.7698248028755188,0.6013563275337219,0.7807819247245789,0.7439774870872498,0.018934300169348717
16,0.7862842679023743,0.7985594868659973,0.630765974521637,0.8032756447792053,0.7680548429489136,9.999999747378752e-05,0.016984501853585243,0.764534592628479,0.7736652493476868,0.6180948615074158,0.7884091138839722,0.7465562224388123,0.018609648570418358
17,0.7914623618125916,0.8038530945777893,0.6368502974510193,0.8074325919151306,0.77152019739151,9.999999747378752e-05,0.01657854951918125,0.7641119360923767,0.7860687375068665,0.6230908036231995,0.7926650643348694,0.7505420446395874,0.01860208436846733
18,0.7969459295272827,0.8100693225860596,0.6426777839660645,0.8118382096290588,0.7754552960395813,9.999999747378752e-05,0.01610459014773369,0.7737409472465515,0.7946566939353943,0.6237505674362183,0.7973909974098206,0.7479422688484192,0.018994582816958427
19,0.8005824685096741,0.8142294883728027,0.6467412710189819,0.8148150444030762,0.7777868509292603,9.999999747378752e-05,0.015829918906092644,0.7753949165344238,0.7977025508880615,0.6317194104194641,0.800588071346283,0.7595664858818054,0.017560655251145363
20,0.8062936663627625,0.818710446357727,0.651365339756012,0.8185381889343262,0.7815096378326416,9.999999747378752e-05,0.015394515357911587,0.7940160632133484,0.8057107925415039,0.6346569061279297,0.8080026507377625,0.7646517157554626,0.016910573467612267
21,0.8100127577781677,0.8223966360092163,0.6554170846939087,0.8214195370674133,0.7840129733085632,9.999999747378752e-05,0.015071763657033443,0.7964370846748352,0.8082770705223083,0.6418821215629578,0.8110741376876831,0.765217125415802,0.01673927530646324
22,0.8135947585105896,0.8262957334518433,0.6587135195732117,0.8241250514984131,0.7865220904350281,9.999999747378752e-05,0.01480155810713768,0.7946192026138306,0.813610315322876,0.6362404823303223,0.8105462789535522,0.7668781876564026,0.016516409814357758
23,0.8174808025360107,0.8301252126693726,0.6647465825080872,0.8275750279426575,0.7897790670394897,9.999999747378752e-05,0.014501994475722313,0.7938879132270813,0.817852258682251,0.6345163583755493,0.810994565486908,0.7606720328330994,0.017375672236084938
24,0.8209114074707031,0.8330095410346985,0.6676371097564697,0.8298866152763367,0.7919284701347351,9.999999747378752e-05,0.014227732084691525,0.8080888390541077,0.8192247748374939,0.6557190418243408,0.8202196955680847,0.7736271619796753,0.016083477064967155
25,0.8231081366539001,0.8359767198562622,0.6683764457702637,0.8313723802566528,0.7933046221733093,9.999999747378752e-05,0.014003464952111244,0.8053770661354065,0.8144533038139343,0.6566669344902039,0.8185834884643555,0.7714400291442871,0.0162898451089859
26,0.8268679976463318,0.8392438292503357,0.674685001373291,0.8347188234329224,0.7965905070304871,9.999999747378752e-05,0.013719231821596622,0.798490047454834,0.8148174285888672,0.6574164628982544,0.8171425461769104,0.7711746692657471,0.01654934510588646
27,0.8288365006446838,0.8398429751396179,0.6769694685935974,0.8359396457672119,0.7977630496025085,9.999999747378752e-05,0.013544019311666489,0.8063410520553589,0.8260326981544495,0.6520428657531738,0.8205720782279968,0.7773264050483704,0.015566814690828323
28,0.8323180675506592,0.8435302972793579,0.6811238527297974,0.8387830257415771,0.8006945848464966,9.999999747378752e-05,0.01327812485396862,0.8099046945571899,0.8282710313796997,0.6538398861885071,0.8224639296531677,0.7802230715751648,0.015638411045074463
29,0.8349924683570862,0.8456839919090271,0.6836274266242981,0.8406228423118591,0.802696943283081,9.999999747378752e-05,0.013075011782348156,0.8160908818244934,0.8237442374229431,0.6590224504470825,0.8242016434669495,0.7738441228866577,0.01573176123201847
30,0.8374890089035034,0.847845196723938,0.6869074106216431,0.8426157236099243,0.8046626448631287,9.999999747378752e-05,0.012867074459791183,0.8203818202018738,0.8351543545722961,0.6627191305160522,0.8290667533874512,0.7824574112892151,0.015143953263759613
31,0.8397417068481445,0.8493533134460449,0.6864914894104004,0.8434598445892334,0.8055017590522766,9.999999747378752e-05,0.012705661356449127,0.8159871697425842,0.8255602717399597,0.6679916977882385,0.8268925547599792,0.7804377675056458,0.015265146270394325
32,0.8407149314880371,0.8511725068092346,0.6893566250801086,0.8448789715766907,0.8071504831314087,9.999999747378752e-05,0.012585832737386227,0.8219723105430603,0.8367587327957153,0.6678150296211243,0.8311389088630676,0.7856208086013794,0.014953679405152798
33,0.8434935212135315,0.852821946144104,0.693291962146759,0.8469778895378113,0.8093279600143433,9.999999747378752e-05,0.012385126203298569,0.8198097348213196,0.8362563848495483,0.6684519052505493,0.8306402564048767,0.7858264446258545,0.014918985776603222
34,0.8459678888320923,0.8543882966041565,0.697405993938446,0.8490239381790161,0.8114644885063171,9.999999747378752e-05,0.0122121162712574,0.8203526735305786,0.8378278613090515,0.6767022609710693,0.8332451581954956,0.787552535533905,0.015114680863916874
35,0.8481752872467041,0.8571451902389526,0.6994601488113403,0.8507858514785767,0.8135122060775757,9.999999747378752e-05,0.012035790830850601,0.8229183554649353,0.8390637636184692,0.6684128642082214,0.8321031928062439,0.7888491749763489,0.014693103730678558
36,0.8500072956085205,0.8581362366676331,0.7009738683700562,0.8518770337104797,0.8146271109580994,9.999999747378752e-05,0.011868061497807503,0.8288646340370178,0.8451220989227295,0.6691882610321045,0.8353201746940613,0.7869176268577576,0.01477846223860979
37,0.851883053779602,0.8596591353416443,0.7039423584938049,0.8534742593765259,0.8165298104286194,9.999999747378752e-05,0.011732606217265129,0.8292210102081299,0.8416218757629395,0.6804887652397156,0.837367057800293,0.7893534302711487,0.01480792835354805
38,0.8538146615028381,0.8607993125915527,0.7081426382064819,0.8552978038787842,0.8185355067253113,9.999999747378752e-05,0.011590339243412018,0.8264668583869934,0.8450320363044739,0.6775469183921814,0.8367929458618164,0.7922472953796387,0.014472393319010735
39,0.8556900024414062,0.8625221848487854,0.7074785232543945,0.8560373187065125,0.8193542957305908,9.999999747378752e-05,0.011460063979029655,0.8354892134666443,0.8484960794448853,0.6841979026794434,0.841602087020874,0.7942296862602234,0.014436916448175907
40,0.8569827675819397,0.8639656901359558,0.7097524404525757,0.8572958111763,0.8209025859832764,9.999999747378752e-05,0.011318212375044823,0.8343342542648315,0.8480837941169739,0.6842079162597656,0.841198205947876,0.7946934700012207,0.014364084228873253
41,0.858191728591919,0.8658691644668579,0.7141109108924866,0.859167754650116,0.8229758739471436,9.999999747378752e-05,0.01119337696582079,0.8351396322250366,0.8484595417976379,0.6863179206848145,0.8420325517654419,0.795163631439209,0.014325646683573723
42,0.8610609173774719,0.8676510453224182,0.717196524143219,0.861109733581543,0.8253586888313293,9.999999747378752e-05,0.010999741964042187,0.8337168097496033,0.8399792313575745,0.684249997138977,0.8390268087387085,0.7918016314506531,0.014609321020543575
43,0.8622552752494812,0.8681795597076416,0.7175198793411255,0.861625075340271,0.8259332776069641,9.999999747378752e-05,0.010917594656348228,0.8361226916313171,0.8512868285179138,0.6879847049713135,0.8433934450149536,0.7967912554740906,0.0143906744197011
44,0.8630660176277161,0.8691248297691345,0.7188452482223511,0.8623987436294556,0.8267396688461304,9.999999747378752e-05,0.010828032158315182,0.8381977677345276,0.8523406982421875,0.6890407204627991,0.8444511294364929,0.7976304888725281,0.014216755516827106
45,0.8648533225059509,0.869846522808075,0.7205511927604675,0.863456666469574,0.8280481100082397,9.999999747378752e-05,0.010720883496105671,0.8400319218635559,0.8506695628166199,0.6906046271324158,0.8448910713195801,0.7964928150177002,0.01426119264215231
46,0.8665832281112671,0.8715102076530457,0.7247430086135864,0.865359365940094,0.8302131295204163,9.999999747378752e-05,0.010560370050370693,0.8359710574150085,0.8537284731864929,0.681830883026123,0.8424038887023926,0.7952696681022644,0.014986015856266022
47,0.8672685027122498,0.8727476000785828,0.7253201603889465,0.8659871220588684,0.8310203552246094,9.999999747378752e-05,0.010492140427231789,0.8382294178009033,0.8522090911865234,0.6925406455993652,0.8453105092048645,0.7984345555305481,0.014205600135028362
48,0.8690091967582703,0.8740476369857788,0.729677677154541,0.8678421974182129,0.8334043025970459,9.999999747378752e-05,0.010354279540479183,0.8408899903297424,0.8502799868583679,0.6990227699279785,0.8471242189407349,0.7968747615814209,0.014517275616526604
49,0.8706355094909668,0.8746808767318726,0.7323591113090515,0.8690813779830933,0.8347001075744629,9.999999747378752e-05,0.010242869146168232,0.8446128964424133,0.8544300198554993,0.6926789283752441,0.847510814666748,0.7984122633934021,0.01411683950573206
50,0.8782930970191956,0.8805635571479797,0.7418116927146912,0.8748552203178406,0.8434357047080994,1.9999999494757503e-05,0.009498361498117447,0.8517206311225891,0.8607824444770813,0.7079904675483704,0.8547326922416687,0.8077713251113892,0.013442736119031906
51,0.8840376138687134,0.8841700553894043,0.7490077018737793,0.8790121674537659,0.8486834764480591,1.9999999494757503e-05,0.009030524641275406,0.8536177277565002,0.8611102104187012,0.7095679640769958,0.8556904792785645,0.8074720501899719,0.013524284586310387
52,0.8864344954490662,0.8853591680526733,0.7542890310287476,0.8812365531921387,0.8510133624076843,1.9999999494757503e-05,0.008860155940055847,0.8568053245544434,0.8624923229217529,0.7128427028656006,0.8576570749282837,0.8084197044372559,0.013630933128297329
53,0.8882669806480408,0.88679438829422,0.7574682831764221,0.8828539252281189,0.8529473543167114,1.9999999494757503e-05,0.008737700991332531,0.8558064699172974,0.8636828064918518,0.7118152976036072,0.8574415445327759,0.8086783289909363,0.013625348918139935
54,0.8899868726730347,0.8880448341369629,0.7585052847862244,0.8838602900505066,0.8542300462722778,1.9999999494757503e-05,0.008634548634290695,0.8570244312286377,0.8636161684989929,0.7144815921783447,0.8584029674530029,0.809363067150116,0.013702674768865108
55,0.8907725811004639,0.888679027557373,0.760668933391571,0.884759247303009,0.8551762700080872,1.9999999494757503e-05,0.00856147799640894,0.8588887453079224,0.8655323386192322,0.7189812660217285,0.860477864742279,0.8101458549499512,0.013799337670207024
56,0.892379641532898,0.8897494673728943,0.7638233304023743,0.8862224221229553,0.8578224182128906,3.999999989900971e-06,0.00837485957890749,0.8592407703399658,0.8661837577819824,0.717848002910614,0.8604491353034973,0.8099925518035889,0.013816065154969692
57,0.8933315873146057,0.8907620906829834,0.7656644582748413,0.8871769309043884,0.8589832186698914,3.999999989900971e-06,0.008312716148793697,0.8591800332069397,0.8654739856719971,0.719498872756958,0.8606700897216797,0.8101166486740112,0.013816555961966515
58,0.8941510915756226,0.8910268545150757,0.7674217820167542,0.8878891468048096,0.8597777485847473,3.999999989900971e-06,0.008261464536190033,0.8596715331077576,0.8661184906959534,0.7191601991653442,0.8608697652816772,0.8102604746818542,0.013829861767590046
59,0.8943378925323486,0.8911866545677185,0.7670458555221558,0.8878828287124634,0.8596528172492981,3.999999989900971e-06,0.008241713978350163,0.8597560524940491,0.8671036958694458,0.7179962992668152,0.8608464598655701,0.8100496530532837,0.013865945860743523
60,0.8947317004203796,0.8912638425827026,0.7669950127601624,0.8879886269569397,0.8597822785377502,3.999999989900971e-06,0.008227049373090267,0.8606113791465759,0.8654459714889526,0.7221803069114685,0.8616929054260254,0.8106594085693359,0.013897927477955818
